,pos,words
17303,"Substantiv, feminin",Analogie
17304,"Substantiv, maskulin",Hausbesuch
17305,"Substantiv, feminin",Esoterik
17306,"Substantiv, maskulin",Medaillenspiegel
17307,"Substantiv, feminin",Genuege
17308,"Substantiv, feminin",Geschaeftsbedingung
17309,[],Kueken
17310,"Substantiv, feminin",Unternehmensfuehrung
17311,"Substantiv, Neutrum",Existenzminimum
17312,schwaches Verb,neutralisieren
17313,"Substantiv, maskulin",Tennisprofi
17314,"Substantiv, maskulin",Lebensumstand
17315,schwaches Verb,einkalkulieren
17316,Adjektiv,dreikoepfig
17317,"Substantiv, maskulin",Generalstabschef
17318,schwaches Verb,vorverlegen
17319,schwaches Verb,lahmlegen
17320,"Substantiv, Neutrum",Regierungsviertel
17321,"Substantiv, feminin",Vorreiterrolle
17322,"Substantiv, feminin",Groszfamilie
17323,schwaches Verb,durchleben
17324,"Substantiv, maskulin",Handgriff
17325,"Substantiv, maskulin",Schultraeger
17326,"Substantiv, maskulin",Teenie
17327,schwaches Verb,verschmutzen
17328,"Substantiv, feminin",Fuszballmannschaft
17329,schwaches Verb,verspruehen
17330,"Substantiv, maskulin",Westteil
17331,"Substantiv, maskulin",Kubaner
17332,"Substantiv, feminin",Objektivitaet
17333,"Substantiv, maskulin",Wuerdentraeger
17334,schwaches Verb,mauern
17335,"Substantiv, maskulin",Pferdesport
17336,"Substantiv, feminin",Priesterweihe
17337,Präposition,zuzueglich
17338,schwaches Verb,straffen
17339,"Substantiv, feminin",Hoechststrafe
17340,"Substantiv, feminin",Komponistin
17341,Adjektiv,ueberschwaenglich
17342,"Substantiv, feminin",Antiquitaet
17343,"substantiviertes Adjektiv, feminin",Konstante
17344,Adjektiv,misslich
17345,"Substantiv, maskulin",Spaetherbst
17346,"Substantiv, feminin",Verkehrsgesellschaft
17347,"Substantiv, maskulin",Siebziger
17348,"Substantiv, feminin",Antarktis
17349,"Substantiv, Neutrum",Maschinengewehr
17350,"Substantiv, Neutrum",Unikat
17351,"Substantiv, feminin",Krisenregion
17352,"Substantiv, maskulin",Geschlechtsverkehr
17353,"Substantiv, maskulin",Koerperteil
17354,"Substantiv, Neutrum",Reservoir
17355,"Substantiv, feminin",Vernachlaessigung
17356,"Substantiv, Neutrum",Euroland
17357,schwaches Verb,umkaempfen
17358,[],moderiert
17359,"['starkes Verb', 'schwaches Verb']",anschwellen
17360,"Substantiv, maskulin",Schuhmacher
17361,word not found,Seniorenbund
17362,"Substantiv, maskulin",Sternsinger
17363,[],verschuettet
17364,"Substantiv, maskulin",Kompromissvorschlag
17365,"Substantiv, maskulin, oder Substantiv, feminin, oder Substantiv, Neutrum",Gams
17366,"Substantiv, feminin",Prise
17367,Zahlwort,siebzehn
17368,"Substantiv, feminin",Reliquie
17369,"Substantiv, maskulin",Endeffekt
17370,"Substantiv, feminin",Muellverbrennungsanlage
17371,schwaches Verb,abriegeln
17372,"Substantiv, Neutrum",Langhaus
17373,Adjektiv,ominoes
17374,Adjektiv,weltoffen
17375,"Substantiv, feminin",Universitaetsbibliothek
17376,"Substantiv, maskulin",Zwist
17377,"Substantiv, maskulin",Handlungsspielraum
17378,"Substantiv, Neutrum",Mahl
17379,"Substantiv, maskulin",Fotoapparat
17380,"Substantiv, Neutrum",Schienennetz
17381,"Substantiv, Neutrum",Vierteljahr
17382,"Substantiv, feminin",Tapete
17383,Adjektiv,wechselvoll
17384,"Substantiv, Neutrum, oder Substantiv, maskulin",Manga
17385,"Substantiv, feminin",Buchhaltung
17386,Adjektiv,unloesbar
17387,[],ausufernd
17388,Adjektiv,transatlantisch
17389,schwaches Verb,ersteigern
17390,"Substantiv, maskulin",Saisontreffer
17391,"Substantiv, feminin",Hure
17392,"Substantiv, feminin",Volkskammer
17393,Adjektiv,klamm
17394,Adjektiv,gewerbetreibend
17395,"Substantiv, maskulin",Stadtkern
17396,Adjektiv,didaktisch
17397,Adverb,meinetwegen
17398,"Substantiv, maskulin",Plausch
17399,Adjektiv,getrocknet
17400,"Substantiv, feminin",Blondine
17401,Adjektiv,ungesund
17402,"Substantiv, Neutrum",Intervall
17403,"Substantiv, maskulin",Verzug
17404,"Substantiv, feminin",Transkription
17405,Adjektiv,genervt
17406,"Substantiv, maskulin",Handschlag
17407,starkes Verb,zuflieszen
17408,schwaches Verb,tropfen
17409,starkes Verb,vorwegnehmen
17410,"Substantiv, feminin",Mutti
17411,Adjektiv,ruede
17412,Adjektiv,saekular
17413,"Substantiv, Neutrum",Selbstwertgefuehl
17414,"Substantiv, maskulin",Depp
17415,"Substantiv, feminin",Staatsverschuldung
17416,[],bezueglich
17417,"Substantiv, feminin",Uebermacht
17418,"Substantiv, feminin",Waehlergemeinschaft
17419,"Substantiv, maskulin",Mehrkampf
17420,"Substantiv, maskulin",Eindringling
17421,"Substantiv, maskulin",Puck
17422,"Substantiv, maskulin",Referenzkurs
17423,"Substantiv, maskulin",Faschist
17424,"Substantiv, maskulin",Punktverlust
17425,"Substantiv, maskulin",Bauantrag
17426,Adjektiv,enthusiastisch
17427,Adjektiv,drueckend
17428,"Substantiv, Neutrum",Fiasko
17429,"Substantiv, Neutrum",Straszenrennen
17430,"Substantiv, maskulin",Jugoslawe
17431,"Substantiv, Neutrum",Remake
17432,"Substantiv, maskulin",Zuber
17433,"Substantiv, maskulin",Donner
17434,"Substantiv, Neutrum",Hochland
17435,"Substantiv, feminin",Verkehrsfuehrung
17436,word not found,Umweltamt
17437,"Substantiv, maskulin",Ackerbau
17438,"Substantiv, maskulin",Zwickel
17439,[],Hinsehen
17440,schwaches Verb,klappern
17441,"['Substantiv, maskulin', 'Substantiv, Neutrum']",Zement
17442,"Substantiv, Neutrum",Schwurgericht
17443,"['Substantiv, Neutrum', 'Substantiv, maskulin']",Kaschmir
17444,"Substantiv, feminin",Rechtsform
17445,"Substantiv, maskulin",Gastauftritt
17446,Adjektiv,vollmundig
17447,"Substantiv, feminin",Ersatzbank
17448,word not found,Altstadtfest
17449,"Substantiv, maskulin",Abfluss
17450,"Substantiv, Neutrum",Exempel
17451,"Substantiv, maskulin",Vermoegenswert
17452,"Substantiv, Neutrum",Acryl
17453,"Substantiv, maskulin",Libanese
17454,"Substantiv, feminin",Nachahmung
17455,"Substantiv, feminin",Standortbestimmung
17456,"Substantiv, feminin",Steinkohle
17457,schwaches Verb,entschluesseln
17458,[],ausnuetzen
17459,"Substantiv, maskulin",Rueckflug
17460,"Substantiv, feminin",Brut
17461,"Substantiv, Neutrum",Ausstellungsstueck
17462,"Substantiv, feminin",Lithografie
17463,"Substantiv, maskulin",Kindesmissbrauch
17464,"Substantiv, feminin",Gerichtsbarkeit
17465,"Substantiv, Neutrum",Aggregat
17466,"Substantiv, Neutrum",Heimteam
17467,"Substantiv, maskulin",Ausbildungsberuf
17468,"Substantiv, maskulin",Nulltarif
17469,"Substantiv, feminin",Ausnahmeregelung
17470,"Substantiv, Neutrum",Establishment
17471,Adjektiv,symmetrisch
17472,starkes und schwaches Verb,einspeisen
17473,[],ueberfliegen
17474,schwaches Verb,wegstecken
17475,"Substantiv, Neutrum",Leitmotiv
17476,"Substantiv, feminin",Meisterpruefung
17477,Pluralwort,Produktionskosten
17478,"['Substantiv, maskulin', 'Substantiv, Neutrum']",Ekel
17479,schwaches Verb,zuruecklehnen
17480,Adjektiv,einleuchtend
17481,"Substantiv, feminin",Sichtweite
17482,"Substantiv, Neutrum",Standing
17483,"Substantiv, maskulin",Dramaturg
17484,"Substantiv, maskulin",Fuehrungsstil
17485,"Substantiv, feminin",Erwartungshaltung
17486,"Substantiv, Neutrum",Interieur
17487,"Substantiv, feminin",Geisteswissenschaft
17488,"Substantiv, feminin",Rationalisierung
17489,word not found,Kindermaskenball
17490,[],optimiert
17491,Adjektiv,zweigleisig
17492,"Substantiv, feminin",Vereinbarkeit
17493,"['Adjektiv', 'Substantiv, maskulin']",Erfurter
17494,"['Konjunktion', 'Adverb']",insoweit
17495,"Substantiv, maskulin",Kursteilnehmer
17496,Adjektiv,fade
17497,"Substantiv, feminin",Restkarte
17498,"Substantiv, feminin",Kalorie
17499,schwaches Verb,konsolidieren
17500,schwaches Verb,eruebrigen
17501,Adjektiv,jahrhundertelang
17502,schwaches Verb,zupfen
17503,Adjektiv,tunesisch
17504,"Substantiv, Neutrum",Vehikel
17505,"Substantiv, feminin",Fahrweise
17506,Adjektiv,frenetisch
17507,"Substantiv, maskulin",Schulbesuch
17508,"Substantiv, maskulin",Medienvertreter
17509,"Substantiv, maskulin",Oppositionspolitiker
17510,Adjektiv,orangefarben
17511,schwaches Verb,hissen
17512,Adverb,rauf
17513,"Substantiv, feminin",Flugsicherung
17514,Adjektiv,heterogen
17515,"Substantiv, maskulin",Elektromotor
17516,starkes Verb,anwerben
17517,"Substantiv, feminin",Menschenmenge
17518,"Substantiv, Neutrum",Saatgut
17519,"Substantiv, feminin",Deutlichkeit
17520,"Substantiv, maskulin",Fuszballtrainer
17521,"Substantiv, Neutrum",Postulat
17522,"Substantiv, feminin",Streckenfuehrung
17523,unregelmäßiges Verb,auferstehen
17524,"Substantiv, feminin",Einzelwertung
17525,"Substantiv, maskulin",Tatverdacht
17526,"Substantiv, maskulin",Uhrzeigersinn
17527,"Substantiv, feminin",Infoveranstaltung
17528,"Substantiv, feminin",Berufswahl
17529,"Substantiv, feminin",Gegenmasznahme
17530,Adjektiv,holsteinisch
17531,"Substantiv, Neutrum",Nervensystem
17532,"Substantiv, maskulin",Fuhrpark
17533,"Substantiv, feminin, oder Substantiv, Neutrum",Vokabel
17534,schwaches Verb,einengen
17535,"Substantiv, feminin",Auszenanlage
17536,"Substantiv, Neutrum",Brauhaus
17537,"['Präposition', 'Adverb']",oberhalb
17538,"Substantiv, Neutrum",Unfallopfer
17539,"Substantiv, maskulin",Geldschein
17540,"['Substantiv, maskulin', 'Adjektiv']",Budapester
17541,Adjektiv,linksliberal
17542,"Substantiv, maskulin",Gruppensieger
17543,"Substantiv, feminin",Uebergangsfrist
17544,"Substantiv, feminin",Chancenverwertung
17545,"substantiviertes Adjektiv, maskulin",Kreisvorsitzender
17546,[],nichtoeffentlich
17547,"Substantiv, feminin",Laehmung
17548,"Substantiv, feminin",Gratwanderung
17549,Adjektiv,hochgradig
17550,"Substantiv, Neutrum",Staatsarchiv
17551,"Substantiv, maskulin",Tagesverlauf
17552,"Substantiv, Neutrum",Zahlenwerk
17553,"Substantiv, Neutrum",Gaestehaus
17554,Adjektiv,deutsch
17555,word not found,Schuetzenbruderschaft
17556,"Substantiv, Neutrum",Kartenspiel
17557,"['Substantiv, maskulin, oder Substantiv, feminin', 'Substantiv, feminin']",Salsa
17558,starkes Verb,zutragen
17559,Adjektiv,nominal
17560,"Substantiv, feminin",Praemisse
17561,"Substantiv, feminin",Weltwirtschaftskrise
17562,schwaches Verb,implizieren
17563,"Substantiv, maskulin",Krankheitsfall
17564,"Substantiv, Neutrum",Niemandsland
17565,Adjektiv,verschmitzt
17566,word not found,Kreishandwerkerschaft
17567,"Substantiv, maskulin",Ressortchef
17568,"Substantiv, maskulin",Vietnamkrieg
17569,"Substantiv, feminin",Auftragslage
17570,"Substantiv, maskulin",Raps
17571,"Substantiv, maskulin",Informationsstand
17572,Adjektiv,effektvoll
17573,"Substantiv, feminin",Titelverteidigerin
17574,Adjektiv,resistent
17575,"Substantiv, Neutrum",Anbaugebiet
17576,"Substantiv, feminin",Chemotherapie
17577,"Substantiv, maskulin",Spross
17578,"Substantiv, Neutrum",Doppelzimmer
17579,schwaches Verb,nachruecken
17580,"Substantiv, feminin",Spiritualitaet
17581,"Substantiv, feminin",Beschneidung
17582,"Substantiv, Neutrum",Pensum
17583,schwaches Verb,versueszen
17584,starkes Verb,aushelfen
17585,"Substantiv, feminin",Zehe
17586,"Substantiv, feminin",Chefetage
17587,"Substantiv, maskulin",Kulturpreis
17588,"Substantiv, maskulin",Populismus
17589,"Substantiv, feminin",Mahnwache
17590,"Substantiv, Neutrum",Figurentheater
17591,"Substantiv, feminin",Kantorei
17592,"Substantiv, feminin",Mure
17593,"['Adjektiv', 'Substantiv, maskulin']",Westberliner
17594,schwaches Verb,aufkuendigen
17595,schwaches Verb,entmutigen
17596,Adjektiv,zivilisiert
17597,"Substantiv, feminin",Widmung
17598,"Substantiv, Neutrum",Glaeschen
17599,"Substantiv, maskulin",Regionalzug
17600,"Substantiv, Neutrum",Bankgeheimnis
17601,"Substantiv, Neutrum",Bildungswesen
17602,Adjektiv,grausig
17603,"Substantiv, maskulin",Grat
17604,"Substantiv, Neutrum",Volum
17605,"Substantiv, maskulin",Betriebswirt
17606,"Substantiv, maskulin",Schachzug
17607,"Substantiv, Neutrum",Textil
17608,Adjektiv,bewoelkt
17609,"Substantiv, feminin",Besatzungszone
17610,Adjektiv,kantig
17611,"Substantiv, maskulin",Schober
17612,"Substantiv, feminin",Ueberkapazitaet
17613,Adjektiv,eckig
17614,"Substantiv, maskulin",Gegenvorschlag
17615,schwaches Verb,kultivieren
17616,Pluralwort,Altersgruende
17617,schwaches Verb,ankaufen
17618,"Substantiv, Neutrum",Eroeffnungsspiel
17619,"Substantiv, maskulin",Verfassungsrichter
17620,Adjektiv,texanisch
17621,"Substantiv, feminin",Beamtin
17622,Adjektiv,heimtueckisch
17623,Präposition,sonder
17624,"Substantiv, feminin",Lenkerin
17625,"Substantiv, maskulin",Zuendstoff
17626,"Substantiv, feminin",Nationalspielerin
17627,"Substantiv, feminin",Sanierungsmasznahme
17628,schwaches Verb,modellieren
17629,Adjektiv,sorglos
17630,"Substantiv, maskulin",Fernsehturm
17631,"Substantiv, maskulin",Nigerianer
17632,"Substantiv, Neutrum",Schlechtwetter
17633,Adjektiv,homoeopathisch
17634,schwaches Verb,kommandieren
17635,"Substantiv, feminin",Bildbeschreibung
17636,Adjektiv,konzertant
17637,word not found,Unihockey
17638,"Substantiv, feminin",Auslaenderfeindlichkeit
17639,Eigenname,Oberstdorf
17640,"Substantiv, feminin",Botschafterin
17641,"substantiviertes Adjektiv, feminin",Bezirksvorsitzende
17642,schwaches Verb,nachstellen
17643,"Substantiv, maskulin",String
17644,"Substantiv, feminin",Wirkungsstaette
17645,Adjektiv,angetrunken
17646,"Substantiv, feminin",Gehirnerschuetterung
17647,Adjektiv,hellblau
17648,"Substantiv, maskulin",Kram
17649,"Substantiv, Neutrum",Hauptfeld
17650,"Substantiv, maskulin",Tiefgang
17651,"Substantiv, maskulin",Lapp
17652,"Substantiv, maskulin",Fromme
17653,"Substantiv, maskulin",Atomtest
17654,"Substantiv, maskulin",Playboy
17655,word not found,Saisonabschluss
17656,Adjektiv,zukunftstraechtig
17657,[],Bundeszentrale
17658,Adverb,hierin
17659,starkes Verb,stattgeben
17660,schwaches Verb,ueberdauern
17661,Adjektiv,monstroes
17662,"Substantiv, feminin",Pflegekraft
17663,"Substantiv, maskulin",Slum
17664,"Substantiv, feminin",Ueberzeugungsarbeit
17665,Adjektiv,schnoed
17666,"Substantiv, maskulin",Steuermann
17667,"['Substantiv, Neutrum, oder Substantiv, feminin', 'Substantiv, feminin']",Jam
17668,"Substantiv, feminin",Metamorphose
17669,"Substantiv, maskulin",Uhrmacher
17670,Adjektiv,untauglich
17671,"Substantiv, feminin",Vignette
17672,[],Wahltermin
17673,Adjektiv,ausgeschrieben
17674,schwaches Verb,weiterbilden
17675,"Substantiv, maskulin",Dschihad
17676,Adjektiv,ungeboren
17677,"Substantiv, feminin",Formsache
17678,"Substantiv, feminin",Nationalbibliothek
17679,"Substantiv, feminin",Verlaesslichkeit
17680,"Substantiv, maskulin",Bundestagswahlkampf
17681,"Substantiv, maskulin",Unterbau
17682,"Substantiv, maskulin",Essig
17683,[],zuliebe
17684,schwaches Verb,fruchten
17685,starkes Verb,rinnen
17686,"Substantiv, maskulin",Drummer
17687,"Substantiv, feminin",Ausleihe
17688,"Substantiv, maskulin",Fuszballprofi
17689,"Substantiv, feminin",Gewerbeflaeche
17690,"Substantiv, Neutrum",Schulwesen
17691,Adjektiv,teuflisch
17692,"Substantiv, feminin",Neugierde
17693,[],stilisiert
17694,[],Liedertafel
17695,"Substantiv, Neutrum",Nachwuchstalent
17696,"Substantiv, feminin",Schneide
17697,Adjektiv,unaufhoerlich
17698,"Substantiv, maskulin",Erstklaessler
17699,"Substantiv, feminin",Aufruestung
17700,"Substantiv, Neutrum",Schwerpunktthema
17701,"Substantiv, maskulin",Zivilschutz
17702,Adjektiv,rabiat
17703,"Substantiv, maskulin",Klangkoerper
17704,"Substantiv, feminin",Ruecksichtnahme
17705,"Substantiv, Neutrum",Gesamtvolumen
17706,"substantiviertes Adjektiv, maskulin",Aufsichtsratsvorsitzender
17707,Pluralwort,Nebenkosten
17708,[],Wanderfuehrer
17709,"Substantiv, feminin",Kreismeisterschaft
17710,"Substantiv, maskulin",Qualm
17711,[],Einlenken
17712,"Substantiv, maskulin",Anrufbeantworter
17713,"Substantiv, feminin",Hauptverhandlung
17714,"Substantiv, feminin",Originalitaet
17715,schwaches Verb,tollen
17716,"Substantiv, Neutrum",Sakrament
17717,Adjektiv,heiser
17718,"['Konjunktion', 'Adverb']",wogegen
17719,schwaches Verb,bespielen
17720,Adjektiv,naechstgelegen
17721,Adjektiv,urig
17722,Adjektiv,geradlinig
17723,"Substantiv, feminin",Halbzeitpause
17724,"Substantiv, maskulin",Sattler
17725,"Substantiv, feminin",Zusicherung
17726,schwaches Verb,gruppieren
17727,schwaches Verb,lotsen
17728,word not found,Wirtschaftsweg
17729,[],abgeschaltet
17730,[],fixiert
17731,,illustriert
17732,Adjektiv,berauschend
17733,Adjektiv,verwerflich
17734,"Substantiv, feminin",Einwilligung
17735,Adjektiv,monoton
17736,[],nachwachsend
17737,"Substantiv, maskulin",Cupsieger
17738,"Substantiv, maskulin",Landespolitiker
17739,"Substantiv, feminin",Peinlichkeit
17740,"Substantiv, maskulin",Fachbegriff
17741,"Substantiv, feminin",Sammelstelle
17742,"Substantiv, Neutrum",Gewaechshaus
17743,"Substantiv, feminin, oder Substantiv, maskulin",Samba
17744,"Substantiv, feminin",Silvesternacht
17745,"Substantiv, maskulin",Tick
17746,"Substantiv, maskulin",Donnerstagmorgen
17747,"Substantiv, maskulin",Gespraechsstoff
17748,"Substantiv, Neutrum",Heilmittel
17749,"Substantiv, feminin",Unmenge
17750,unregelmäßiges Verb,aberkennen
17751,"Substantiv, feminin",Floskel
17752,"Substantiv, Neutrum",Lichtjahr
17753,[],verziert
17754,starkes Verb,vorfahren
17755,"Substantiv, feminin",Parteizentrale
17756,[],realisiert
17757,Adjektiv,hochbegabt
17758,Adjektiv,unwillkuerlich
17759,"Substantiv, feminin",Ruhestaette
17760,"Substantiv, Neutrum",Nachschlagewerk
17761,"Substantiv, Neutrum",Traenengas
17762,"Substantiv, feminin",Couleur
17763,word not found,Spielaufbau
17764,"Substantiv, maskulin",Hausbewohner
17765,Adjektiv,haarstraeubend
17766,"Substantiv, maskulin",Wolkenkratzer
17767,"Substantiv, Neutrum",Benehmen
17768,"Substantiv, maskulin",Durchblick
17769,"Substantiv, maskulin",Linkshaender
17770,"Substantiv, feminin",Energiewende
17771,"Substantiv, feminin",Waldorfschule
17772,Adjektiv,besorgniserregend
17773,"Substantiv, maskulin",Sprengel
17774,"Substantiv, maskulin",Verbraucherpreis
17775,"Substantiv, feminin",Orchidee
17776,Adverb,verstaendlicherweise
17777,"Substantiv, Neutrum",Konstrukt
17778,"Substantiv, feminin",Religionsfreiheit
17779,"Substantiv, Neutrum",Forsthaus
17780,"Substantiv, maskulin",Militaerschlag
17781,"Substantiv, feminin",Aufwandsentschaedigung
17782,"Substantiv, feminin",Fregatte
17783,"Substantiv, feminin",Eigenkomposition
17784,schwaches Verb,aufpolieren
17785,schwaches Verb,rentieren
17786,"Substantiv, feminin",Bundesautobahn
17787,Eigenname,Rotary
17788,"Substantiv, maskulin",Expressionismus
17789,Adjektiv,hydraulisch
17790,"Substantiv, Neutrum",Siegtor
17791,"Substantiv, maskulin",Ausreiszer
17792,starkes Verb,davontragen
17793,"Substantiv, Neutrum",Saisonfinale
17794,[],marschiert
17795,"Substantiv, feminin",Terrorgruppe
17796,"Substantiv, feminin",Mannschaftswertung
17797,"Substantiv, feminin",Abschreckung
17798,"Substantiv, Neutrum",Rittergut
17799,"Substantiv, feminin",Eizelle
17800,"Substantiv, maskulin",Gartenbau
17801,starkes und schwaches Verb,verspeisen
17802,"Substantiv, feminin",Juedin
17803,Adjektiv,qualvoll
17804,"Substantiv, Neutrum",Ortszentrum
17805,Adjektiv,wolkig
17806,schwaches Verb,daemmern
17807,"Substantiv, feminin",Solarzelle
17808,Adverb,hierauf
17809,"Substantiv, maskulin",Rueckbau
17810,"Substantiv, feminin",Zuzahlung
17811,"Substantiv, Neutrum",Bindeglied
17812,"Substantiv, feminin",Feministin
17813,"Substantiv, maskulin",Mountainbiker
17814,[],verliehen
17815,,angereichert
17816,"Substantiv, maskulin",Programmierer
17817,Adjektiv,uniformiert
17818,"Substantiv, maskulin",Dampfer
17819,"Substantiv, maskulin",Duenger
17820,schwaches Verb,leasen
17821,Adjektiv,gereizt
17822,"Substantiv, Neutrum",Unterland
17823,"Substantiv, maskulin",Naturwissenschaftler
17824,"Substantiv, maskulin",Tyrann
17825,[],Alpin
17826,"Substantiv, feminin",Chaussee
17827,"Substantiv, Neutrum",Ornament
17828,schwaches Verb,einlagern
17829,"Substantiv, maskulin",Montagnachmittag
17830,"Substantiv, feminin",Bluse
17831,word not found,Pfarreiheim
17832,word not found,Maennerballett
17833,"Substantiv, feminin",Mitverantwortung
17834,[],verpatzt
17835,"Substantiv, Neutrum",Geschaeftsmodell
17836,"Substantiv, feminin",Spieldauer
17837,schwaches Verb,philosophieren
17838,schwaches Verb,abmelden
17839,"Substantiv, maskulin",Asylantrag
17840,"Substantiv, maskulin",Schuldspruch
17841,schwaches Verb,habilitieren
17842,"Substantiv, maskulin",Mittelstuermer
17843,"Substantiv, feminin",Ueberschneidung
17844,"Substantiv, feminin",Geldspende
17845,"Substantiv, maskulin",Kommerz
17846,"Substantiv, maskulin",Dreikampf
17847,"Substantiv, maskulin",Ersatzmann
17848,"['None', 'None']",gefroren
17849,"['Substantiv, maskulin, oder Substantiv, Neutrum', 'Substantiv, maskulin']",Primat
17850,"Substantiv, Neutrum",Prozedere
17851,schwaches Verb,beurlauben
17852,"Substantiv, maskulin, oder Substantiv, Neutrum",Lebensbereich
17853,[],Spielchen
17854,Adjektiv,symptomatisch
17855,"Substantiv, maskulin",Schenkel
17856,schwaches Verb,flackern
17857,"Substantiv, maskulin",Senn
17858,"Substantiv, feminin",Pornografie
17859,schwaches Verb,raunen
17860,schwaches Verb,disziplinieren
17861,"Substantiv, Neutrum",Rouge
17862,Adjektiv,brenzlig
17863,Adjektiv,belanglos
17864,unregelmäßiges Verb,herangehen
17865,schwaches Verb,kichern
17866,"['Substantiv, feminin', 'Substantiv, maskulin']",Pantomime
17867,Adjektiv,unlauter
17868,[],gebastelt
17869,"Substantiv, maskulin",Stoffwechsel
17870,"Substantiv, feminin",Fernbedienung
17871,"Substantiv, maskulin",Generalstreik
17872,"Substantiv, Neutrum",Rheuma
17873,"Substantiv, feminin",Chancenauswertung
17874,"Substantiv, feminin",Alarmanlage
17875,Adjektiv,periodisch
17876,"['unregelmäßiges Verb', 'unregelmäßiges Verb']",durchdenken
17877,"Substantiv, maskulin",Geldmangel
17878,schwaches Verb,falten
17879,"Substantiv, Neutrum",Gesamtbild
17880,"Substantiv, feminin",Nachbildung
17881,"Substantiv, Neutrum",Oberdorf
17882,"Substantiv, maskulin",Horrorfilm
17883,"Substantiv, feminin",Kompensation
17884,"Substantiv, maskulin",Pott
17885,"Substantiv, feminin",Datierung
17886,Adjektiv,metallisch
17887,"Substantiv, Neutrum",Pokalfinale
17888,"Substantiv, feminin",Zentralstelle
17889,"Substantiv, feminin",Blaskapelle
17890,Adjektiv,famos
17891,"Substantiv, maskulin",Feuerwerkskoerper
17892,word not found,Kulturtag
17893,schwaches Verb,lodern
17894,starkes Verb,zurufen
17895,"Substantiv, feminin",Neuerscheinung
17896,Adjektiv,pervers
17897,"Substantiv, maskulin",Verlass
17898,"Substantiv, maskulin",Notfalldienst
17899,"Substantiv, Neutrum",Arbeitszimmer
17900,"Substantiv, maskulin",Hippie
17901,Adjektiv,spaetgotisch
17902,schwaches Verb,trimmen
17903,"Substantiv, Neutrum",Wirtschaftswunder
17904,Adjektiv,egoistisch
17905,schwaches Verb,bewahrheiten
17906,starkes Verb,verfangen
17907,Adjektiv,eingleisig
17908,"Substantiv, maskulin",Erbauer
17909,Adverb,hernach
17910,"Substantiv, feminin",Scheuer
17911,"Substantiv, feminin",Betriebsversammlung
17912,schwaches Verb,einruecken
17913,schwaches Verb,kaschieren
17914,schwaches Verb,beschoenigen
17915,Adjektiv,unbegreiflich
17916,"Substantiv, Neutrum",Zebra
17917,"Substantiv, feminin",Face
17918,"Substantiv, maskulin",Idealfall
17919,"Substantiv, feminin",Abstinenz
17920,"Substantiv, maskulin",Spuk
17921,"Substantiv, feminin",Mehrwertsteuererhoehung
17922,schwaches Verb,aufweichen
17923,"Substantiv, feminin",Koalitionspartei
17924,"['Adjektiv', 'Substantiv, maskulin']",Athener
17925,"['Substantiv, feminin', 'Substantiv, feminin']",Hacke
17926,"Substantiv, maskulin",Marxismus
17927,"Substantiv, maskulin",Videofilm
17928,schwaches Verb,entwaffnen
17929,[],stehenbleiben
17930,"Substantiv, maskulin, oder Substantiv, Neutrum",Beachvolleyball
17931,[],florierend
17932,Adjektiv,unbeschreiblich
17933,"Substantiv, feminin",Abwaegung
17934,[],geschildert
17935,"Substantiv, maskulin",Kleber
17936,Adjektiv,sechskoepfig
17937,[],dreiviertel
17938,"Substantiv, feminin",Gegenueberstellung
17939,[],beschlagnahmt
17940,"Substantiv, feminin",Fundstelle
17941,"Substantiv, maskulin",Splitter
17942,Adjektiv,handlungsfaehig
17943,Adverb,stufenweise
17944,"Substantiv, feminin",Weihnacht
17945,[],explodiert
17946,"Substantiv, feminin",Patrone
17947,"Substantiv, Neutrum",Wagnis
17948,"Substantiv, Neutrum",Volt
17949,"Substantiv, feminin",Ostseite
17950,Adjektiv,klangvoll
17951,Adjektiv,horrend
17952,"Substantiv, Neutrum",Informationszentrum
17953,word not found,Branchenverband
17954,schwaches Verb,murren
17955,"Substantiv, maskulin",Wildpark
17956,"Substantiv, maskulin",Publikumsmagnet
17957,"Substantiv, feminin",Mulde
17958,"Substantiv, maskulin",Sonderparteitag
17959,"Substantiv, maskulin",Lauftreff
17960,"Substantiv, feminin",Novellierung
17961,"Substantiv, feminin",Delikatesse
17962,Adjektiv,unentschlossen
17963,Adjektiv,freimuetig
17964,word not found,Landeswettbewerb
17965,"['Substantiv, maskulin', 'Substantiv, maskulin']",Snack
17966,schwaches Verb,tangieren
17967,starkes Verb,zurueckfinden
17968,"Substantiv, Neutrum",Bauwesen
17969,"Substantiv, maskulin",Bundesarbeitsminister
17970,"Substantiv, maskulin",Gruppensieg
17971,"Substantiv, feminin",Sachlage
17972,unregelmäßiges Verb,naeherbringen
17973,"Substantiv, feminin",Erosion
17974,"Substantiv, Neutrum",Cape
17975,Adjektiv,numerisch
17976,"Substantiv, feminin",Sowjetrepublik
17977,"Substantiv, maskulin",Zeichentrickfilm
17978,schwaches Verb,auflockern
17979,"Substantiv, feminin",Teilrepublik
17980,"Substantiv, maskulin",Floh
17981,"Substantiv, Neutrum",Zollhaus
17982,"Substantiv, maskulin",Schicksalsschlag
17983,Adjektiv,traumatisch
17984,"Substantiv, Neutrum",Verkehrskonzept
17985,"substantiviertes Adjektiv, maskulin",Hinterbliebener
17986,"Substantiv, maskulin",Berichterstatter
17987,"Substantiv, maskulin",Clou
