,pos,words
17988,"Substantiv, feminin",Einschulung
17989,"Substantiv, maskulin",Mittelmeerraum
17990,"Substantiv, feminin",Transplantation
17991,Adjektiv,vergnuegt
17992,"Substantiv, maskulin",Frauenverein
17993,"Substantiv, maskulin",Kart
17994,"['Substantiv, maskulin', 'Substantiv, Neutrum', 'Substantiv, maskulin']",Patron
17995,"Substantiv, Neutrum",Elektrogeraet
17996,starkes Verb,herumlaufen
17997,"Substantiv, feminin",Einsatzbereitschaft
17998,"Substantiv, Neutrum",Sanierungskonzept
17999,Adverb,anhin
18000,"Substantiv, maskulin",Maibaum
18001,Adjektiv,potent
18002,"Substantiv, maskulin",Erfolgskurs
18003,"Substantiv, feminin",Gewaehrung
18004,"Substantiv, Neutrum",Kinderspiel
18005,"Substantiv, feminin",Umwaelzung
18006,Adjektiv,zoologisch
18007,"Substantiv, maskulin",Skin
18008,"Substantiv, Neutrum",Chromosom
18009,"Substantiv, Neutrum",Bundesverkehrsministerium
18010,schwaches Verb,schunkeln
18011,"Substantiv, feminin",Autobahnpolizei
18012,"Substantiv, feminin",Feindschaft
18013,"Substantiv, feminin",Ausnahmegenehmigung
18014,"Substantiv, maskulin",Romantiker
18015,"Substantiv, maskulin",Mikroorganismus
18016,Adjektiv,raeuberisch
18017,"Substantiv, feminin",Heimmannschaft
18018,schwaches Verb,adeln
18019,"Substantiv, maskulin",Bluetenstand
18020,"Substantiv, feminin",Taschenlampe
18021,Adjektiv,zerstoererisch
18022,Adjektiv,kitschig
18023,"Substantiv, feminin",Landeszentrale
18024,"Substantiv, feminin",Bequemlichkeit
18025,"Substantiv, Neutrum",Vorprogramm
18026,Adjektiv,lautlos
18027,starkes Verb,schelten
18028,"Substantiv, feminin",Society
18029,"Substantiv, feminin",Uebelkeit
18030,word not found,Lerchenberg
18031,"Substantiv, maskulin",Ladenschluss
18032,"Substantiv, Neutrum",Oelgemaelde
18033,word not found,Ligakonkurrent
18034,"Substantiv, Neutrum",Meisterstueck
18035,"Substantiv, maskulin",Arsch
18036,"Substantiv, maskulin",Friedensnobelpreis
18037,"Substantiv, maskulin",Strudel
18038,"Substantiv, feminin",Weltpremiere
18039,"Substantiv, feminin",Lebensart
18040,"Substantiv, feminin",Trainingszeit
18041,schwaches Verb,cruisen
18042,"Substantiv, feminin",Domain
18043,"Substantiv, maskulin",Schaum
18044,"Substantiv, feminin",Kehrseite
18045,"Substantiv, feminin",Neuorganisation
18046,Adjektiv,altgedient
18047,"Substantiv, feminin",Informationspolitik
18048,"substantiviertes Adjektiv, Neutrum",Lateinische
18049,"Substantiv, maskulin",Rosenmontagszug
18050,"Substantiv, maskulin",Gestank
18051,"Substantiv, feminin",Entdeckungsreise
18052,Adjektiv,einsichtig
18053,Adjektiv,kulturhistorisch
18054,"Substantiv, maskulin",Augenarzt
18055,"Substantiv, feminin",Auslandsreise
18056,word not found,Biogasanlage
18057,"Substantiv, feminin",Militaeraktion
18058,schwaches Verb,vereinnahmen
18059,"Substantiv, Neutrum",Rekordergebnis
18060,"Substantiv, feminin",Habilitation
18061,"Substantiv, feminin",Managerin
18062,unregelmäßiges Verb,bereitstehen
18063,Adjektiv,aermlich
18064,schwaches Verb,beordern
18065,"Substantiv, feminin",Auftaktveranstaltung
18066,"Substantiv, feminin",Energiewirtschaft
18067,"Substantiv, feminin",Einweisung
18068,"Substantiv, feminin",Handgranate
18069,Adjektiv,bewundernswert
18070,"Substantiv, Neutrum",Kriegsjahr
18071,"Substantiv, feminin",Kruecke
18072,"Substantiv, maskulin",Tumult
18073,Adjektiv,ureigen
18074,"Substantiv, feminin",Boe
18075,"['starkes Verb', 'starkes Verb']",umfahren
18076,"Substantiv, Neutrum",Sprunggelenk
18077,"Substantiv, maskulin",Bandit
18078,[],ueberbracht
18079,schwaches Verb,flehen
18080,"Substantiv, maskulin",Sommertag
18081,Adjektiv,seicht
18082,"Substantiv, maskulin",Hagel
18083,"Substantiv, feminin",Zielscheibe
18084,[],zwanzigst
18085,schwaches Verb,munkeln
18086,Adjektiv,hierarchisch
18087,schwaches Verb,pflastern
18088,schwaches Verb,vorprogrammieren
18089,"Substantiv, Neutrum",Bundeswirtschaftsministerium
18090,"Substantiv, maskulin",Zuschauerraum
18091,Adjektiv,spielberechtigt
18092,"Substantiv, feminin",Urteilsverkuendung
18093,"Substantiv, feminin",Liebeserklaerung
18094,"Substantiv, Neutrum",Sozialgericht
18095,"Substantiv, feminin",Buettenrede
18096,"Substantiv, maskulin",Glaser
18097,"Substantiv, feminin",Zecke
18098,"Substantiv, feminin",Ortsvorsteherin
18099,"Substantiv, feminin",Entgleisung
18100,"Substantiv, maskulin",Groszkonzern
18101,"Substantiv, feminin",Wohnflaeche
18102,,schwaecher
18103,starkes Verb,abspringen
18104,Adjektiv,unvermindert
18105,"Substantiv, maskulin",Fixpunkt
18106,Adjektiv,straffaellig
18107,"substantiviertes Adjektiv, feminin",Sudetendeutsche
18108,schwaches Verb,fundieren
18109,Adjektiv,unbeachtet
18110,Adjektiv,umtriebig
18111,"Substantiv, maskulin",Bundesnachrichtendienst
18112,"Substantiv, maskulin",Philologe
18113,"Substantiv, maskulin",Staedtebau
18114,"Substantiv, feminin",Interessengruppe
18115,Adjektiv,verwertbar
18116,"Substantiv, feminin",Existenzgruendung
18117,"Substantiv, feminin",Kavallerie
18118,"Substantiv, maskulin",Stiefvater
18119,"Substantiv, maskulin",Ultra
18120,"Substantiv, Neutrum",Bruttosozialprodukt
18121,"Substantiv, maskulin",Schiefer
18122,[],fad
18123,"Substantiv, maskulin",Staudamm
18124,schwaches Verb,umringen
18125,"Substantiv, feminin",Nervenzelle
18126,[],blockiert
18127,"Substantiv, feminin",Poststrasze
18128,"['Eigenname', 'Substantiv, maskulin']",Bernstein
18129,"Substantiv, feminin",Laermschutzwand
18130,"Substantiv, feminin",Sonnenblume
18131,schwaches Verb,beirren
18132,"Substantiv, maskulin",Flugzeugtraeger
18133,"Substantiv, feminin",Spielhaelfte
18134,Adjektiv,fortwaehrend
18135,"Substantiv, feminin",Mache
18136,"Substantiv, feminin",Statur
18137,[],vernachlaessigt
18138,"Substantiv, maskulin",Buehnenbildner
18139,schwaches Verb,floaten
18140,"Substantiv, maskulin",Kegler
18141,"Substantiv, Neutrum",Milligramm
18142,"Substantiv, maskulin",Tarifkonflikt
18143,Adjektiv,uebertragbar
18144,"Substantiv, Neutrum",Augenzwinkern
18145,"Substantiv, maskulin",Doppelpass
18146,"Substantiv, maskulin",Bluthochdruck
18147,[],Suedost
18148,word not found,Wieser
18149,"substantiviertes Adjektiv, feminin",Gesandte
18150,"['None', 'Adjektiv']",geschwungen
18151,schwaches Verb,plaetschern
18152,Adjektiv,freischaffend
18153,"Substantiv, maskulin",Satan
18154,"Substantiv, maskulin",Rennwagen
18155,"Substantiv, maskulin",Brunn
18156,word not found,Fahrverein
18157,schwaches Verb,misstrauen
18158,"Substantiv, maskulin",Restaurator
18159,word not found,Gartenbauverein
18160,"Substantiv, feminin",Sportveranstaltung
18161,"Substantiv, feminin",Suspendierung
18162,"Substantiv, feminin",Umlaufrendite
18163,"Substantiv, Neutrum",Schulamt
18164,"Substantiv, feminin",Groteske
18165,"['substantiviertes Adjektiv, Neutrum', 'substantiviertes Adjektiv, feminin']",Blaue
18166,"Substantiv, Neutrum, oder Substantiv, maskulin",Thermometer
18167,"Substantiv, maskulin",Rueckzieher
18168,"Substantiv, feminin",Schreibung
18169,schwaches Verb,aussortieren
18170,Adjektiv,belegbar
18171,"Substantiv, maskulin",Stummfilm
18172,"Substantiv, feminin",Einwirkung
18173,"Substantiv, maskulin",Stadtstaat
18174,"Substantiv, maskulin",Chat
18175,"Substantiv, feminin",Finanzplanung
18176,[],veranschlagt
18177,"Substantiv, feminin",Rauchvergiftung
18178,"Substantiv, feminin",Steckdose
18179,Adjektiv,glasklar
18180,"Substantiv, maskulin",Menschenrechtler
18181,word not found,Sozialdezernent
18182,"Substantiv, Neutrum",Alltagsleben
18183,word not found,Rechtsauszen
18184,"Substantiv, feminin",Fuszballweltmeisterschaft
18185,Adjektiv,gelblich
18186,word not found,Ratssaal
18187,"Substantiv, feminin",Reproduktion
18188,"Substantiv, feminin",Schutzzone
18189,[],vonstatten
18190,"Substantiv, feminin",Werbetrommel
18191,schwaches Verb,schlichten
18192,"Substantiv, maskulin",Reeder
18193,"Substantiv, Neutrum",Augenmasz
18194,"Substantiv, maskulin",Kompass
18195,schwaches Verb,verheimlichen
18196,"Substantiv, maskulin",Mieterbund
18197,Adjektiv,kaeuflich
18198,"Substantiv, maskulin",Wahlsieger
18199,"Substantiv, feminin",Demut
18200,"Substantiv, Neutrum",Billard
18201,Adjektiv,fuenftaegig
18202,"Substantiv, feminin",Wochenstunde
18203,"Substantiv, Neutrum",Reck
18204,"Substantiv, Neutrum",Sportgeraet
18205,schwaches Verb,auftischen
18206,Adjektiv,schlampig
18207,"Substantiv, feminin",Gesamtbevoelkerung
18208,"['schwaches Verb', 'schwaches Verb']",killen
18209,schwaches Verb,aufdruecken
18210,"Substantiv, maskulin",Generalmusikdirektor
18211,"Substantiv, Neutrum",Feuerzeug
18212,"Substantiv, maskulin, oder Substantiv, Neutrum",Plot
18213,schwaches Verb,aufruecken
18214,schwaches Verb,trachten
18215,[],zurueckschrecken
18216,"Substantiv, Neutrum, oder Substantiv, maskulin",Poster
18217,schwaches Verb,hinauszoegern
18218,"Substantiv, feminin",Kirchengeschichte
18219,"Substantiv, maskulin",Einzelgaenger
18220,"Substantiv, feminin",Krankenpflege
18221,"Substantiv, feminin",Arbeiterin
18222,"Substantiv, feminin",Kuehlung
18223,"Substantiv, maskulin",Kahlschlag
18224,"Substantiv, Neutrum",Studentenwerk
18225,"Substantiv, feminin",Terminvereinbarung
18226,word not found,Bezirksmeisterschaft
18227,[],kalkuliert
18228,schwaches Verb,blocken
18229,"Substantiv, Neutrum",Kleeblatt
18230,"Substantiv, feminin",Geschaeftsordnung
18231,[],beziffert
18232,"Substantiv, maskulin",Dauerregen
18233,"Substantiv, Neutrum",Schweinefleisch
18234,"Substantiv, maskulin",Stacheldraht
18235,"Substantiv, maskulin",Berufsstand
18236,"Substantiv, feminin",Unterhaltungselektronik
18237,"Substantiv, Neutrum",Gesamtkunstwerk
18238,"Substantiv, feminin",Mutmaszung
18239,"Substantiv, maskulin",Praelat
18240,"Substantiv, feminin",Sozialwohnung
18241,Adjektiv,uebergreifend
18242,"Substantiv, maskulin",Badeort
18243,"Substantiv, feminin",Arbeitszeitverkuerzung
18244,"Substantiv, feminin",Jugendpflege
18245,"Substantiv, Neutrum",Leichtgewicht
18246,Adjektiv,mitteldeutsch
18247,"Substantiv, feminin",Reinheit
18248,"Substantiv, maskulin",Dienstagnachmittag
18249,"Substantiv, feminin",Dialektik
18250,"Substantiv, feminin",Rechtmaeszigkeit
18251,[],importiert
18252,[],sozialvertraeglich
18253,"Substantiv, feminin",Dauerkarte
18254,Adjektiv,muehselig
18255,Adjektiv,schwerfaellig
18256,schwaches Verb,umkippen
18257,starkes Verb,mitgeben
18258,"Substantiv, maskulin",Strahlenschutz
18259,[],Zusammengehen
18260,Adjektiv,abstiegsbedroht
18261,word not found,Hofburg
18262,Adjektiv,gay
18263,"Substantiv, feminin",Extraklasse
18264,Adjektiv,gemeindeeigen
18265,Adjektiv,hellwach
18266,Adjektiv,unbefangen
18267,"Substantiv, maskulin",Schmelz
18268,Adjektiv,ausdauernd
18269,"Substantiv, Neutrum",Grundprinzip
18270,"Substantiv, maskulin",Volkspark
18271,"Substantiv, maskulin",Personenkreis
18272,schwaches Verb,waten
18273,"Substantiv, maskulin",Buendnispartner
18274,"Substantiv, feminin",Hausarbeit
18275,"Substantiv, maskulin",Schwamm
18276,"Substantiv, feminin",Beteiligungsgesellschaft
18277,[],beeinflusst
18278,"Substantiv, feminin",Nachbarstadt
18279,"Substantiv, feminin",Reithalle
18280,word not found,Saisonverlauf
18281,"['None', 'Substantiv, maskulin']",Voraus
18282,"Substantiv, feminin",Berufsfachschule
18283,"Substantiv, maskulin",Debuetant
18284,"Substantiv, feminin",Elterninitiative
18285,starkes und schwaches Verb,verweben
18286,[],fusioniert
18287,"Substantiv, Neutrum",Groszherzogtum
18288,"Substantiv, Neutrum",Instrumentarium
18289,"Substantiv, maskulin",Lebensabschnitt
18290,Adjektiv,beschaemend
18291,"Substantiv, feminin",Topform
18292,schwaches Verb,weiterspielen
18293,"Substantiv, feminin",Ische
18294,schwaches Verb,ausfaellen
18295,"Substantiv, Neutrum",Bollwerk
18296,word not found,Grasshopper
18297,"Substantiv, feminin",Klassenstufe
18298,"Substantiv, feminin",Auslaenderin
18299,"Substantiv, maskulin",Zoologe
18300,"Substantiv, maskulin",Groszauftrag
18301,"Substantiv, maskulin",Groszherzog
18302,"Substantiv, feminin",Fuehrungsrolle
18303,"Substantiv, feminin",Schadensbegrenzung
18304,Adjektiv,stressig
18305,Adjektiv,elastisch
18306,Adjektiv,spoettisch
18307,schwaches Verb,schwaecheln
18308,schwaches Verb,ereilen
18309,"Substantiv, feminin",Kinderkrippe
18310,"Substantiv, maskulin",Knotenpunkt
18311,"Substantiv, maskulin",Pflug
18312,"Substantiv, Neutrum",Rendezvous
18313,"Substantiv, feminin",Sitzbank
18314,"Substantiv, Neutrum",Ai
18315,"['Adverb', 'Partikel']",nu
18316,"Substantiv, feminin",Schminke
18317,"Substantiv, maskulin",Vordenker
18318,Adverb,zwangsweise
18319,"Substantiv, feminin",Sozialabgabe
18320,"Substantiv, maskulin",Kooperationsvertrag
18321,"Substantiv, feminin",Mehrarbeit
18322,"Substantiv, maskulin",Naturforscher
18323,"Substantiv, feminin",Bundespartei
18324,Adjektiv,jiddisch
18325,Adjektiv,metaphysisch
18326,Adjektiv,philharmonisch
18327,"Substantiv, feminin",Ablenkung
18328,Adjektiv,beleidigt
18329,"Substantiv, Neutrum",Beweismittel
18330,"Substantiv, feminin",Harde
18331,"Substantiv, maskulin",Mausklick
18332,"Substantiv, maskulin",Punsch
18333,"Substantiv, maskulin",Winterdienst
18334,schwaches Verb,assistieren
18335,"Substantiv, feminin",Sense
18336,"Substantiv, maskulin",Groszbetrieb
18337,Adjektiv,siebenkoepfig
18338,"Substantiv, feminin",Muskulatur
18339,"Substantiv, feminin",Einheitsgemeinde
18340,"Substantiv, Neutrum",Verkehrsproblem
18341,"Substantiv, maskulin",Hohlraum
18342,"Substantiv, feminin",Koerpersprache
18343,word not found,Adventsfeier
18344,[],verdraengt
18345,[],Seelsorgeeinheit
18346,"Substantiv, maskulin",Amtsrichter
18347,"Substantiv, maskulin",Dreher
18348,"Substantiv, Neutrum",Minarett
18349,Adjektiv,nominell
18350,"Substantiv, feminin",Traurigkeit
18351,"Substantiv, Neutrum",Landesparlament
18352,Adjektiv,neuzeitlich
18353,schwaches Verb,witzeln
18354,"['Substantiv, Neutrum, oder Substantiv, maskulin', 'Substantiv, feminin']",Hundertstel
18355,Adjektiv,erdenklich
18356,word not found,Studioalbum
18357,"Substantiv, Neutrum",Mehrgenerationenhaus
18358,starkes Verb,aufschlieszen
18359,Adjektiv,panisch
18360,"Substantiv, feminin",Lederjacke
18361,"Substantiv, maskulin",Biograf
18362,"Substantiv, Neutrum",Investitionsvolumen
18363,schwaches Verb,geistern
18364,"Substantiv, feminin",Mobilisierung
18365,schwaches Verb,verjaehren
18366,"Substantiv, feminin",Spannweite
18367,"Substantiv, feminin",Speicherung
18368,"Substantiv, feminin",Amtssprache
18369,"Substantiv, feminin",Ueberbauung
18370,"Substantiv, Neutrum",Bundesumweltministerium
18371,"Substantiv, Neutrum",Ermessen
18372,"Substantiv, maskulin",Gauner
18373,Adverb,gleichauf
18374,schwaches Verb,einhandeln
18375,schwaches Verb,frequentieren
18376,"Substantiv, feminin",Mieterin
18377,"Substantiv, feminin",Weiterfahrt
18378,"['Substantiv, maskulin', 'Eigenname', 'Substantiv, maskulin']",Eros
18379,Adjektiv,komoediantisch
18380,Adjektiv,musisch
18381,"Substantiv, Neutrum",Platin
18382,"Substantiv, maskulin",Realist
18383,Adjektiv,zweitklassig
18384,"Substantiv, feminin",Arkade
18385,"Substantiv, maskulin",Graeuel
18386,"['Eigenname', 'Substantiv, feminin']",Lore
18387,"Substantiv, feminin",Posse
18388,[],vorentscheidend
18389,,gebraten
18390,Adjektiv,rekordverdaechtig
18391,"Substantiv, feminin",Konsultation
18392,Adjektiv,embryonal
18393,"Substantiv, maskulin",Spalt
18394,Adjektiv,umweltschonend
18395,"Substantiv, feminin",Beteuerung
18396,Adjektiv,gefluegelt
18397,Pluralwort,Investitionskosten
18398,schwaches Verb,prellen
18399,[],schwelend
18400,"Substantiv, feminin",Straszensperre
18401,"Substantiv, feminin",Volksverhetzung
18402,"Substantiv, feminin",Harmonisierung
18403,"Substantiv, Neutrum, oder Substantiv, maskulin",Soccer
18404,"Substantiv, feminin",Stolle
18405,[],Wirtschaftsleistung
18406,Adjektiv,imperial
18407,"Substantiv, maskulin",Tierfreund
18408,Adjektiv,unrechtmaeszig
18409,"Substantiv, Neutrum",Vokabular
18410,"Substantiv, feminin",Zukunftsperspektive
18411,schwaches Verb,zupacken
18412,"Substantiv, feminin",Ueberwachungskamera
18413,Adjektiv,bahnbrechend
18414,schwaches Verb,verinnerlichen
18415,word not found,Mitgliederbeitrag
18416,schwaches Verb,abstecken
18417,"Substantiv, maskulin",Kronzeuge
18418,word not found,sprieszen
18419,"Substantiv, feminin",Lebensgemeinschaft
18420,"Substantiv, maskulin",Skilift
18421,Adjektiv,sibirisch
18422,"Substantiv, feminin",Sommersaison
18423,word not found,Stadtregierung
18424,"Substantiv, feminin",Seitenlinie
18425,Adjektiv,symphonisch
18426,schwaches Verb,vergoennen
18427,"Substantiv, maskulin",Zwinger
18428,"Substantiv, feminin",Bildungsstaette
18429,"Substantiv, maskulin",Personalchef
18430,"Substantiv, feminin",Tagesfahrt
18431,"Substantiv, maskulin",Autozulieferer
18432,"Substantiv, Neutrum",Sonderangebot
18433,starkes Verb,zufriedengeben
18434,word not found,Maimarkt
18435,"Substantiv, feminin",Sekundarschule
18436,"Substantiv, Neutrum",Bahnhofsgebaeude
18437,"Substantiv, feminin",Halde
18438,"Substantiv, maskulin",Hauptteil
18439,"Substantiv, maskulin",Kleinaktionaer
18440,schwaches Verb,schnallen
18441,"Substantiv, feminin",Eingangshalle
18442,"Substantiv, feminin",Straszenbahnlinie
18443,[],zerbrochen
18444,"Substantiv, feminin",Hauswirtschaft
18445,Adjektiv,leibhaftig
18446,Adjektiv,groszraeumig
18447,"substantiviertes Adjektiv, maskulin",Angeklagter
18448,"Substantiv, maskulin",Auswuchs
18449,starkes Verb,fernbleiben
18450,Pluralwort,Stadtwerke
18451,[],Stocker
18452,Adjektiv,anwendbar
18453,"Substantiv, maskulin",Brei
18454,word not found,Kulturstiftung
18455,"Substantiv, Neutrum",Update
18456,word not found,viertgroeszte
18457,Adjektiv,prestigetraechtig
18458,"Substantiv, maskulin",Tschetschene
18459,"Substantiv, feminin",Gesundheitsbehoerde
18460,"Substantiv, feminin",Rundreise
18461,"Substantiv, feminin",Veranlagung
18462,Adjektiv,schattig
18463,"Substantiv, feminin",Genesis
18464,"Substantiv, maskulin",Jugendschutz
18465,Adjektiv,saeuberlich
18466,[],Kinderhilfswerk
18467,"Substantiv, feminin",Aufbereitung
18468,Adjektiv,untypisch
18469,"Substantiv, feminin",Serenade
18470,"Substantiv, feminin",Zwangspause
18471,schwaches Verb,frohlocken
18472,"Substantiv, feminin",Windel
18473,"Substantiv, maskulin",Zugvogel
18474,"Substantiv, Neutrum",Kabelnetz
18475,schwaches Verb,dezimieren
18476,"Substantiv, feminin",Ueberflutung
18477,"Substantiv, Neutrum",Inferno
18478,"Substantiv, maskulin",Palazzo
18479,"Substantiv, maskulin",Neujahrstag
18480,"Substantiv, maskulin",Humanist
18481,word not found,Jugendfuszball
18482,"Substantiv, maskulin",Steig
18483,"Substantiv, feminin",Vergebung
18484,schwaches Verb,ausreisen
18485,Adjektiv,dunkelbraun
18486,schwaches Verb,huschen
18487,"Substantiv, feminin",Nachlaessigkeit
18488,"['Eigenname', 'Substantiv, Neutrum']",Karo
18489,"Substantiv, maskulin",Task
18490,"Substantiv, feminin",Baubranche
18491,Adjektiv,routinemaeszig
18492,"Substantiv, feminin",Kinderarbeit
18493,schwaches Verb,schleusen
18494,"Substantiv, feminin",Normalisierung
18495,word not found,Betreuungsangebot
18496,word not found,Kachelmann
18497,"Substantiv, maskulin",Loesungsansatz
18498,"Substantiv, feminin",Messlatte
18499,"Substantiv, feminin",Bedenkzeit
18500,[],Varietee
18501,Adverb,fuereinander
18502,"Substantiv, maskulin",Parteikollege
18503,starkes Verb,heraushalten
18504,"Substantiv, feminin",Naechtigung
18505,[],diplomiert
18506,Adjektiv,stichhaltig
18507,,misslungen
18508,Adjektiv,pharmazeutisch
18509,"Substantiv, Neutrum",Mietshaus
18510,"Substantiv, Neutrum",Massenmedium
18511,"Substantiv, feminin",Foerderschule
18512,Adjektiv,sachdienlich
18513,[],zustandekommen
18514,"Substantiv, maskulin",Theoretiker
18515,"Substantiv, maskulin",Steinbock
18516,"Substantiv, feminin",Unterhose
18517,Adjektiv,verzerrt
18518,Adjektiv,vierspurig
18519,"Substantiv, feminin",Garnison
18520,"Substantiv, maskulin",Spielanteil
18521,"Substantiv, Neutrum",Pendel
18522,"Substantiv, Neutrum",Geldhaus
18523,[],Kasteler
18524,"Substantiv, feminin",Bildungsministerin
